"tail.number","treatment","microbiome.sample","tumor.volume","days.from.injection","unique.mouse.id","experiment","cage"
"1","Anti-PD1","HONC60-85 v1",190.125,15,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"1","Anti-PD1","HONC60-85 v1",156.282,18,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"1","Anti-PD1","HONC60-85 v1",183.7875,21,"1 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"1","IgG","HONC60-85 v2",0,0,"1 x 3_IgG_HONC60-85 v2","mimic12","3"
"1","IgG","HONC60-85 v2",34.102,5,"1 x 3_IgG_HONC60-85 v2","mimic12","3"
"1","IgG","HONC60-85 v2",46.2825,9,"1 x 3_IgG_HONC60-85 v2","mimic12","3"
"1","IgG","HONC60-85 v2",69.678,12,"1 x 3_IgG_HONC60-85 v2","mimic12","3"
"1","IgG","HONC60-85 v2",0,15,"1 x 3_IgG_HONC60-85 v2","mimic12","3"
"1","IgG","HONC60-85 v2",0,18,"1 x 3_IgG_HONC60-85 v2","mimic12","3"
"1","IgG","HONC60-85 v2",0,21,"1 x 3_IgG_HONC60-85 v2","mimic12","3"
"1","IgG","HONC60-85 v1",0,0,"1 x 4_IgG_HONC60-85 v1","mimic12","4"
"1","IgG","HONC60-85 v1",41.6,5,"1 x 4_IgG_HONC60-85 v1","mimic12","4"
"1","IgG","HONC60-85 v1",43.2,9,"1 x 4_IgG_HONC60-85 v1","mimic12","4"
"1","IgG","HONC60-85 v1",75.106,12,"1 x 4_IgG_HONC60-85 v1","mimic12","4"
"1","IgG","HONC60-85 v1",117,15,"1 x 4_IgG_HONC60-85 v1","mimic12","4"
"1","IgG","HONC60-85 v1",456.896,18,"1 x 4_IgG_HONC60-85 v1","mimic12","4"
"1","IgG","HONC60-85 v1",831.464,21,"1 x 4_IgG_HONC60-85 v1","mimic12","4"
"2","Anti-PD1","HONC60-85 v2",0,0,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"2","Anti-PD1","HONC60-85 v2",38.2655,5,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"2","Anti-PD1","HONC60-85 v2",133.308,9,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"2","Anti-PD1","HONC60-85 v2",5.6,12,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"2","Anti-PD1","HONC60-85 v2",0,15,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"2","Anti-PD1","HONC60-85 v2",0,18,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"2","Anti-PD1","HONC60-85 v2",0,21,"2 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"2","Anti-PD1","HONC60-85 v1",0,0,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"2","Anti-PD1","HONC60-85 v1",55.225,5,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"2","Anti-PD1","HONC60-85 v1",123.032,9,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"2","Anti-PD1","HONC60-85 v1",73.9125,12,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"2","Anti-PD1","HONC60-85 v1",73.2305,15,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"2","Anti-PD1","HONC60-85 v1",6.6,18,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"2","Anti-PD1","HONC60-85 v1",0,21,"2 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"2","IgG","HONC60-85 v2",0,0,"2 x 3_IgG_HONC60-85 v2","mimic12","3"
"2","IgG","HONC60-85 v2",69.819,5,"2 x 3_IgG_HONC60-85 v2","mimic12","3"
"2","IgG","HONC60-85 v2",73.568,9,"2 x 3_IgG_HONC60-85 v2","mimic12","3"
"2","IgG","HONC60-85 v2",41.984,12,"2 x 3_IgG_HONC60-85 v2","mimic12","3"
"2","IgG","HONC60-85 v2",13.4345,15,"2 x 3_IgG_HONC60-85 v2","mimic12","3"
"2","IgG","HONC60-85 v2",14.8445,18,"2 x 3_IgG_HONC60-85 v2","mimic12","3"
"2","IgG","HONC60-85 v2",0,21,"2 x 3_IgG_HONC60-85 v2","mimic12","3"
"2","IgG","HONC60-85 v1",0,0,"2 x 4_IgG_HONC60-85 v1","mimic12","4"
"2","IgG","HONC60-85 v1",25.432,5,"2 x 4_IgG_HONC60-85 v1","mimic12","4"
"2","IgG","HONC60-85 v1",34.983,9,"2 x 4_IgG_HONC60-85 v1","mimic12","4"
"2","IgG","HONC60-85 v1",52.39,12,"2 x 4_IgG_HONC60-85 v1","mimic12","4"
"2","IgG","HONC60-85 v1",152.368,15,"2 x 4_IgG_HONC60-85 v1","mimic12","4"
"2","IgG","HONC60-85 v1",167.328,18,"2 x 4_IgG_HONC60-85 v1","mimic12","4"
"2","IgG","HONC60-85 v1",274.752,21,"2 x 4_IgG_HONC60-85 v1","mimic12","4"
"3","Anti-PD1","HONC60-85 v2",0,0,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"3","Anti-PD1","HONC60-85 v2",45.63,5,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"3","Anti-PD1","HONC60-85 v2",59.976,9,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"3","Anti-PD1","HONC60-85 v2",51.6375,12,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"3","Anti-PD1","HONC60-85 v2",65.664,15,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"3","Anti-PD1","HONC60-85 v2",34.9095,18,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"3","Anti-PD1","HONC60-85 v2",7.29,21,"3 x 1_Anti-PD1_HONC60-85 v2","mimic12","1"
"3","Anti-PD1","HONC60-85 v1",0,0,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"3","Anti-PD1","HONC60-85 v1",70.632,5,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"3","Anti-PD1","HONC60-85 v1",62.974,9,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"3","Anti-PD1","HONC60-85 v1",34.422,12,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"3","Anti-PD1","HONC60-85 v1",0,15,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"3","Anti-PD1","HONC60-85 v1",0,18,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"3","Anti-PD1","HONC60-85 v1",0,21,"3 x 2_Anti-PD1_HONC60-85 v1","mimic12","2"
"3","IgG","HONC60-85 v2",0,0,"3 x 3_IgG_HONC60-85 v2","mimic12","3"
"3","IgG","HONC60-85 v2",32.1255,5,"3 x 3_IgG_HONC60-85 v2","mimic12","3"
"3","IgG","HONC60-85 v2",35.937,9,"3 x 3_IgG_HONC60-85 v2","mimic12","3"
"3","IgG","HONC60-85 v2",44.1,12,"3 x 3_IgG_HONC60-85 v2","mimic12","3"
"3","IgG","HONC60-85 v2",49.096,15,"3 x 3_IgG_HONC60-85 v2","mimic12","3"
"3","IgG","HONC60-85 v2",114.92,18,"3 x 3_IgG_HONC60-85 v2","mimic12","3"
"3","IgG","HONC60-85 v2",130.075,21,"3 x 3_IgG_HONC60-85 v2","mimic12","3"
"3","IgG","HONC60-85 v1",0,0,"3 x 4_IgG_HONC60-85 v1","mimic12","4"
"3","IgG","HONC60-85 v1",75.118,5,"3 x 4_IgG_HONC60-85 v1","mimic12","4"
"3","IgG","HONC60-85 v1",78.975,9,"3 x 4_IgG_HONC60-85 v1","mimic12","4"
"3","IgG","HONC60-85 v1",171.088,12,"3 x 4_IgG_HONC60-85 v1","mimic12","4"
"3","IgG","HONC60-85 v1",117.74,15,"3 x 4_IgG_HONC60-85 v1","mimic12","4"
"3","IgG","HONC60-85 v1",310.4,18,"3 x 4_IgG_HONC60-85 v1","mimic12","4"
"3","IgG","HONC60-85 v1",268.324,21,"3 x 4_IgG_HONC60-85 v1","mimic12","4"
"1","Anti-PD1","HONC60-84 v3",0,0,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"1","Anti-PD1","HONC60-84 v3",43.5375,4,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"1","Anti-PD1","HONC60-84 v3",25.6,6,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"1","Anti-PD1","HONC60-84 v3",82.944,9,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"1","Anti-PD1","HONC60-84 v3",25.5915,12,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"1","Anti-PD1","HONC60-84 v3",0,15,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"1","Anti-PD1","HONC60-84 v3",0,18,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"1","Anti-PD1","HONC60-84 v3",0,21,"1 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"1","IgG","HONC60-84 v3",0,0,"1 x 2_IgG_HONC60-84 v3","mimic13","2"
"1","IgG","HONC60-84 v3",44.042,4,"1 x 2_IgG_HONC60-84 v3","mimic13","2"
"1","IgG","HONC60-84 v3",48.374,6,"1 x 2_IgG_HONC60-84 v3","mimic13","2"
"1","IgG","HONC60-84 v3",52.92,9,"1 x 2_IgG_HONC60-84 v3","mimic13","2"
"1","IgG","HONC60-84 v3",117.624,12,"1 x 2_IgG_HONC60-84 v3","mimic13","2"
"1","IgG","HONC60-84 v3",213.2275,15,"1 x 2_IgG_HONC60-84 v3","mimic13","2"
"1","IgG","HONC60-84 v3",490.05,18,"1 x 2_IgG_HONC60-84 v3","mimic13","2"
"1","IgG","HONC60-84 v3",622.104,21,"1 x 2_IgG_HONC60-84 v3","mimic13","2"
"1","IgG","HONC60-84 v4",0,0,"1 x 3_IgG_HONC60-84 v4","mimic13","3"
"1","IgG","HONC60-84 v4",15.979,4,"1 x 3_IgG_HONC60-84 v4","mimic13","3"
"1","IgG","HONC60-84 v4",56.8805,6,"1 x 3_IgG_HONC60-84 v4","mimic13","3"
"1","IgG","HONC60-84 v4",60.3,9,"1 x 3_IgG_HONC60-84 v4","mimic13","3"
"1","IgG","HONC60-84 v4",39.878,12,"1 x 3_IgG_HONC60-84 v4","mimic13","3"
"1","IgG","HONC60-84 v4",13.851,15,"1 x 3_IgG_HONC60-84 v4","mimic13","3"
"1","IgG","HONC60-84 v4",63.36,18,"1 x 3_IgG_HONC60-84 v4","mimic13","3"
"1","IgG","HONC60-84 v4",75.6315,21,"1 x 3_IgG_HONC60-84 v4","mimic13","3"
"1","Anti-PD1","HONC60-84 v4",0,0,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"1","Anti-PD1","HONC60-84 v4",22.05,4,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"1","Anti-PD1","HONC60-84 v4",51.984,6,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"1","Anti-PD1","HONC60-84 v4",97.6875,9,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"1","Anti-PD1","HONC60-84 v4",199.8045,12,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"1","Anti-PD1","HONC60-84 v4",71.811,15,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"1","Anti-PD1","HONC60-84 v4",188.1225,18,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"1","Anti-PD1","HONC60-84 v4",351.6215,21,"1 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"2","Anti-PD1","HONC60-84 v3",0,0,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"2","Anti-PD1","HONC60-84 v3",27.38,4,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"2","Anti-PD1","HONC60-84 v3",52.038,6,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"2","Anti-PD1","HONC60-84 v3",39.2,9,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"2","Anti-PD1","HONC60-84 v3",55.016,12,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"2","Anti-PD1","HONC60-84 v3",35.0765,15,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"2","Anti-PD1","HONC60-84 v3",67.3745,18,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"2","Anti-PD1","HONC60-84 v3",62.422,21,"2 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"2","IgG","HONC60-84 v3",0,0,"2 x 2_IgG_HONC60-84 v3","mimic13","2"
"2","IgG","HONC60-84 v3",20.25,4,"2 x 2_IgG_HONC60-84 v3","mimic13","2"
"2","IgG","HONC60-84 v3",91.6735,6,"2 x 2_IgG_HONC60-84 v3","mimic13","2"
"2","IgG","HONC60-84 v3",54.756,9,"2 x 2_IgG_HONC60-84 v3","mimic13","2"
"2","IgG","HONC60-84 v3",25.6,12,"2 x 2_IgG_HONC60-84 v3","mimic13","2"
"2","IgG","HONC60-84 v3",0,15,"2 x 2_IgG_HONC60-84 v3","mimic13","2"
"2","IgG","HONC60-84 v3",0,18,"2 x 2_IgG_HONC60-84 v3","mimic13","2"
"2","IgG","HONC60-84 v3",0,21,"2 x 2_IgG_HONC60-84 v3","mimic13","2"
"2","IgG","HONC60-84 v4",0,0,"2 x 3_IgG_HONC60-84 v4","mimic13","3"
"2","IgG","HONC60-84 v4",71.7925,4,"2 x 3_IgG_HONC60-84 v4","mimic13","3"
"2","IgG","HONC60-84 v4",45.662,6,"2 x 3_IgG_HONC60-84 v4","mimic13","3"
"2","IgG","HONC60-84 v4",102.3435,9,"2 x 3_IgG_HONC60-84 v4","mimic13","3"
"2","IgG","HONC60-84 v4",32.1715,12,"2 x 3_IgG_HONC60-84 v4","mimic13","3"
"2","IgG","HONC60-84 v4",30.752,15,"2 x 3_IgG_HONC60-84 v4","mimic13","3"
"2","IgG","HONC60-84 v4",100.842,18,"2 x 3_IgG_HONC60-84 v4","mimic13","3"
"2","IgG","HONC60-84 v4",165.3475,21,"2 x 3_IgG_HONC60-84 v4","mimic13","3"
"2","Anti-PD1","HONC60-84 v4",0,0,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"2","Anti-PD1","HONC60-84 v4",21.2355,4,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"2","Anti-PD1","HONC60-84 v4",223.925,6,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"2","Anti-PD1","HONC60-84 v4",67.4885,9,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"2","Anti-PD1","HONC60-84 v4",10.051,12,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"2","Anti-PD1","HONC60-84 v4",0,15,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"2","Anti-PD1","HONC60-84 v4",0,18,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"2","Anti-PD1","HONC60-84 v4",0,21,"2 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"3","Anti-PD1","HONC60-84 v3",0,0,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"3","Anti-PD1","HONC60-84 v3",36.8,4,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"3","Anti-PD1","HONC60-84 v3",78.4195,6,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"3","Anti-PD1","HONC60-84 v3",103.243,9,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"3","Anti-PD1","HONC60-84 v3",82.026,12,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"3","Anti-PD1","HONC60-84 v3",233.289,15,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"3","Anti-PD1","HONC60-84 v3",259.4745,18,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"3","Anti-PD1","HONC60-84 v3",158.8125,21,"3 x 1_Anti-PD1_HONC60-84 v3","mimic13","1"
"3","IgG","HONC60-84 v3",0,0,"3 x 2_IgG_HONC60-84 v3","mimic13","2"
"3","IgG","HONC60-84 v3",42.527,4,"3 x 2_IgG_HONC60-84 v3","mimic13","2"
"3","IgG","HONC60-84 v3",39.2,6,"3 x 2_IgG_HONC60-84 v3","mimic13","2"
"3","IgG","HONC60-84 v3",80.19,9,"3 x 2_IgG_HONC60-84 v3","mimic13","2"
"3","IgG","HONC60-84 v3",106.624,12,"3 x 2_IgG_HONC60-84 v3","mimic13","2"
"3","IgG","HONC60-84 v3",119.422,15,"3 x 2_IgG_HONC60-84 v3","mimic13","2"
"3","IgG","HONC60-84 v3",178.596,18,"3 x 2_IgG_HONC60-84 v3","mimic13","2"
"3","IgG","HONC60-84 v3",612.5625,21,"3 x 2_IgG_HONC60-84 v3","mimic13","2"
"3","Anti-PD1","HONC60-84 v4",0,0,"3 x 3_IgG_HONC60-84 v4","mimic13","3"
"3","Anti-PD1","HONC60-84 v4",6.615,4,"3 x 3_IgG_HONC60-84 v4","mimic13","3"
"3","Anti-PD1","HONC60-84 v4",34.596,6,"3 x 3_IgG_HONC60-84 v4","mimic13","3"
"3","Anti-PD1","HONC60-84 v4",57.038,9,"3 x 3_IgG_HONC60-84 v4","mimic13","3"
"3","Anti-PD1","HONC60-84 v4",29.008,12,"3 x 3_IgG_HONC60-84 v4","mimic13","3"
"3","Anti-PD1","HONC60-84 v4",5.491,15,"3 x 3_IgG_HONC60-84 v4","mimic13","3"
"3","Anti-PD1","HONC60-84 v4",35.525,18,"3 x 3_IgG_HONC60-84 v4","mimic13","3"
"3","Anti-PD1","HONC60-84 v4",62.422,21,"3 x 3_IgG_HONC60-84 v4","mimic13","3"
"3","Anti-PD1","HONC60-84 v4",0,0,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"3","Anti-PD1","HONC60-84 v4",21.6,4,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"3","Anti-PD1","HONC60-84 v4",57.798,6,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"3","Anti-PD1","HONC60-84 v4",79.904,9,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"3","Anti-PD1","HONC60-84 v4",331.298,12,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"3","Anti-PD1","HONC60-84 v4",448.056,15,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"3","Anti-PD1","HONC60-84 v4",569.492,18,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
"3","Anti-PD1","HONC60-84 v4",16.224,21,"3 x 4_Anti-PD1_HONC60-84 v4","mimic13","4"
